id,command,connections_id
754,system,
755,shell,
756,sh,
757,enable,
758,system,
759,shell,
760,sh,
761,enable,
762,system,
763,shell,
764,sh,
765,sh,
766,shell,
767,"/bin/busybox NIGGER",
768,enable,
769,system,
770,shell,
771,sh,
772,"From: <sip:nm@nm>;tag=root",
773,enable,
774,system,
775,shell,
776,sh,
777,sh,
778,shell,
779,"/bin/busybox NIGGER",
780,sh,
781,shell,
782,"/bin/busybox NIGGER",
783,enable,
784,system,
785,shell,
786,sh,
787,sh,
788,shell,
789,"/bin/busybox NIGGER",
790,enable,
791,system,
792,shell,
793,sh,
794,sh,
795,shell,
796,"/bin/busybox NIGGER",
797,enable,
798,system,
799,shell,
800,sh,
801,enable,
802,system,
803,shell,
804,sh,
805,sh,
806,shell,
807,"/bin/busybox NIGGER",
808,sh,
809,shell,
810,"/bin/busybox NIGGER",
811,sh,
812,shell,
813,"/bin/busybox NIGGER",
814,sh,
815,shell,
816,"/bin/busybox NIGGER",
817,enable,
818,system,
819,shell,
820,sh,
821,enable,
822,system,
823,shell,
824,sh,
825,sh,
826,shell,
827,"/bin/busybox NIGGER",
828,enable,
829,system,
830,shell,
831,sh,
832,sh,
833,shell,
834,"/bin/busybox NIGGER",
835,enable,
836,enable,
837,system,
838,system,
839,shell,
840,shell,
841,sh,
842,sh,
843,enable,
844,system,
845,shell,
846,sh,
847,enable,
848,system,
849,shell,
850,sh,
851,sh,
852,shell,
853,"/bin/busybox NIGGER",
854,enable,
855,system,
856,shell,
857,sh,
858,sh,
859,shell,
860,"/bin/busybox NIGGER",
861,enable,
862,system,
863,shell,
864,sh,
865,enable,
866,system,
867,shell,
868,sh,
869,enable,
870,system,
871,shell,
872,sh,
873,enable,
874,system,
875,shell,
876,sh,
877,enable,
878,system,
879,shell,
880,sh,
881,enable,
882,system,
883,shell,
884,sh,
885,enable,
886,system,
887,shell,
888,sh,
889,enable,
890,system,
891,shell,
892,sh,
893,sh,
894,shell,
895,"/bin/busybox NIGGER",
896,enable,
897,system,
898,shell,
899,sh,
900,enable,
901,system,
902,shell,
903,sh,
904,enable,
905,system,
906,shell,
907,sh,
908,enable,
909,system,
910,shell,
911,sh,
912,enable,
913,system,
914,shell,
915,sh,
916,enable,
917,system,
918,shell,
919,sh,
920,enable,
921,system,
922,shell,
923,sh,
924,sh,
925,shell,
926,"/bin/busybox NIGGER",
927,enable,
928,system,
929,shell,
930,sh,
931,sh,
932,shell,
933,"/bin/busybox NIGGER",
934,enable,
935,system,
936,shell,
937,sh,
938,sh,
939,shell,
940,"/bin/busybox NIGGER",
941,sh,
942,shell,
943,"/bin/busybox NIGGER",
944,enable,
945,system,
946,shell,
947,sh,
948,enable,
949,system,
950,shell,
951,sh,
952,enable,
953,system,
954,shell,
955,sh,
956,sh,
957,shell,
958,"/bin/busybox NIGGER",
959,enable,
960,system,
961,shell,
962,sh,
963,enable,
964,system,
965,shell,
966,sh,
967,enable,
968,system,
969,shell,
970,sh,
971,sh,
972,shell,
973,"/bin/busybox NIGGER",
974,sh,
975,shell,
976,"/bin/busybox NIGGER",
977,enable,
978,system,
979,shell,
980,sh,
981,enable,
982,system,
983,shell,
984,sh,
985,enable,
986,system,
987,shell,
988,sh,
989,sh,
990,shell,
991,"/bin/busybox NIGGER",
992,enable,
993,system,
994,shell,
995,sh,
996,sh,
997,shell,
998,sh,
999,enable,
1000,system,
1001,shell,
1002,sh,
1003,enable,
1004,system,
1005,shell,
1006,sh,
1007,sh,
1008,shell,
1009,"/bin/busybox NIGGER",
1010,enable,
1011,system,
1012,shell,
1013,sh,
1014,enable,
1015,system,
1016,shell,
1017,sh,
1018,sh,
1019,shell,
1020,sh,
1021,sh,
1022,shell,
1023,"/bin/busybox NIGGER",
1024,enable,
1025,system,
1026,shell,
1027,sh,
1028,sh,
1029,shell,
1030,sh,
1031,enable,
1032,system,
1033,shell,
1034,sh,
1035,enable,
1036,system,
1037,shell,
1038,sh,
1039,sh,
1040,shell,
1041,"/bin/busybox NIGGER",
1042,enable,
1043,system,
1044,shell,
1045,sh,
1046,sh,
1047,shell,
1048,"/bin/busybox NIGGER",
1049,enable,
1050,system,
1051,enable,
1052,shell,
1053,system,
1054,sh,
1055,shell,
1056,sh,
1057,enable,
1058,system,
1059,shell,
1060,sh,
1061,enable,
1062,system,
1063,shell,
1064,sh,
1065,sh,
1066,shell,
1067,"/bin/busybox NIGGER",
1068,sh,
1069,shell,
1070,"/bin/busybox NIGGER",
1071,enable,
1072,system,
1073,shell,
1074,sh,
1075,enable,
1076,system,
1077,shell,
1078,sh,
1079,sh,
1080,shell,
1081,"/bin/busybox NIGGER",
1082,enable,
1083,system,
1084,shell,
1085,sh,
1086,enable,
1087,system,
1088,shell,
1089,sh,
1090,enable,
1091,system,
1092,shell,
1093,sh,
1094,enable,
1095,system,
1096,shell,
1097,sh,
1098,enable,
1099,system,
1100,shell,
1101,sh,
1102,enable,
1103,system,
1104,shell,
1105,sh,
1106,sh,
1107,shell,
1108,enable,
1109,enable,
1110,system,
1111,shell,
1112,sh,
1113,enable,
1114,system,
1115,shell,
1116,sh,
1117,enable,
1118,system,
1119,shell,
1120,sh,
1121,sh,
1122,shell,
1123,"/bin/busybox NIGGER",
1124,enable,
1125,system,
1126,shell,
1127,sh,
1128,enable,
1129,system,
1130,shell,
1131,sh,
1132,enable,
1133,system,
1134,shell,
1135,sh,
1136,enable,
1137,system,
1138,shell,
1139,sh,
1140,enable,
1141,system,
1142,shell,
1143,sh,
1144,enable,
1145,system,
1146,shell,
1147,sh,
1148,enable,
1149,system,
1150,shell,
1151,sh,
1152,enable,
1153,system,
1154,shell,
1155,sh,
1156,enable,
1157,system,
1158,shell,
1159,sh,
1160,enable,
1161,system,
1162,shell,
1163,sh,
1164,enable,
1165,system,
1166,shell,
1167,sh,
1168,enable,
1169,system,
1170,shell,
1171,sh,
1172,enable,
1173,system,
1174,shell,
1175,sh,
1176,sh,
1177,shell,
1178,"/bin/busybox NIGGER",
1179,enable,
1180,system,
1181,shell,
1182,sh,
1183,sh,
1184,shell,
1185,"/bin/busybox NIGGER",
1186,enable,
1187,system,
1188,shell,
1189,sh,
1190,enable,
1191,system,
1192,shell,
1193,sh,
1194,enable,
1195,system,
1196,shell,
1197,sh,
1198,enable,
1199,system,
1200,shell,
1201,sh,
1202,enable,
1203,system,
1204,shell,
1205,sh,
1206,enable,
1207,system,
1208,shell,
1209,sh,
1210,enable,
1211,system,
1212,shell,
1213,sh,
1214,enable,
1215,system,
1216,shell,
1217,sh,
1218,enable,
1219,system,
1220,shell,
1221,sh,
1222,enable,
1223,enable,
1224,system,
1225,system,
1226,shell,
1227,shell,
1228,sh,
1229,sh,
1230,enable,
1231,system,
1232,shell,
1233,sh,
1234,enable,
1235,system,
1236,shell,
1237,sh,
1238,enable,
1239,system,
1240,shell,
1241,sh,
1242,enable,
1243,system,
1244,shell,
1245,sh,
1246,sh,
1247,shell,
1248,"/bin/busybox NIGGER",
1249,sh,
1250,shell,
1251,"/bin/busybox NIGGER",
1252,enable,
1253,system,
1254,shell,
1255,sh,
1256,enable,
1257,system,
1258,shell,
1259,sh,
1260,sh,
1261,shell,
1262,"/bin/busybox NIGGER",
1263,sh,
1264,shell,
1265,"/bin/busybox NIGGER",
1266,enable,
1267,system,
1268,shell,
1269,sh,
1270,enable,
1271,system,
1272,shell,
1273,sh,
1274,enable,
1275,system,
1276,shell,
1277,sh,
1278,enable,
1279,system,
1280,shell,
1281,sh,
1282,enable,
1283,system,
1284,shell,
1285,sh,
1286,enable,
1287,system,
1288,shell,
1289,sh,
1290,enable,
1291,system,
1292,shell,
1293,sh,
1294,enable,
1295,system,
1296,shell,
1297,sh,
1298,enable,
1299,system,
1300,shell,
1301,sh,
1302,sh,
1303,shell,
1304,"/bin/busybox NIGGER",
1305,enable,
1306,system,
1307,shell,
1308,sh,
1309,enable,
1310,system,
1311,shell,
1312,sh,
1313,enable,
1314,system,
1315,shell,
1316,sh,
1317,enable,
1318,system,
1319,shell,
1320,sh,
1321,enable,
1322,system,
1323,shell,
1324,sh,
1325,enable,
1326,system,
1327,shell,
1328,sh,
1329,enable,
1330,system,
1331,shell,
1332,sh,
1333,enable,
1334,system,
1335,shell,
1336,sh,
1337,enable,
1338,system,
1339,shell,
1340,sh,
1341,enable,
1342,system,
1343,shell,
1344,sh,
1345,enable,
1346,system,
1347,shell,
1348,sh,
1349,enable,
1350,system,
1351,shell,
1352,sh,
1353,sh,
1354,shell,
1355,"/bin/busybox NIGGER",
1356,enable,
1357,system,
1358,shell,
1359,sh,
1360,enable,
1361,system,
1362,shell,
1363,sh,
1364,enable,
1365,system,
1366,shell,
1367,sh,
1368,enable,
1369,system,
1370,shell,
1371,sh,
1372,enable,
1373,system,
1374,shell,
1375,sh,
1376,enable,
1377,system,
1378,shell,
1379,sh,
1380,enable,
1381,system,
1382,shell,
1383,sh,
1384,enable,
1385,system,
1386,shell,
1387,sh,
1388,enable,
1389,system,
1390,shell,
1391,sh,
1392,enable,
1393,system,
1394,shell,
1395,sh,
1396,enable,
1397,system,
1398,sh,
1399,shell,
1400,enable,
1401,system,
1402,shell,
1403,sh,
1404,enable,
1405,system,
1406,shell,
1407,sh,
1408,sh,
1409,shell,
1410,enable,
1411,system,
1412,shell,
1413,sh,
1414,enable,
1415,system,
1416,shell,
1417,sh,
1418,enable,
1419,system,
1420,shell,
1421,sh,
1422,enable,
1423,system,
1424,shell,
1425,sh,
1426,enable,
1427,system,
1428,shell,
1429,sh,
1430,enable,
1431,system,
1432,shell,
1433,sh,
1434,sh,
1435,shell,
1436,"/bin/busybox NIGGER",
1437,enable,
1438,system,
1439,shell,
1440,sh,
1441,enable,
1442,system,
1443,shell,
1444,sh,
1445,enable,
1446,system,
1447,shell,
1448,sh,
1449,enable,
1450,system,
1451,shell,
1452,sh,
1453,enable,
1454,system,
1455,shell,
1456,sh,
1457,enable,
1458,system,
1459,shell,
1460,sh,
1461,enable,
1462,system,
1463,shell,
1464,sh,
1465,enable,
1466,system,
1467,shell,
1468,sh,
1469,enable,
1470,system,
1471,shell,
1472,sh,
1473,enable,
1474,system,
1475,shell,
1476,sh,
1477,enable,
1478,system,
1479,shell,
1480,sh,
1481,enable,
1482,system,
1483,shell,
1484,sh,
1485,enable,
1486,system,
1487,shell,
1488,sh,
1489,enable,
1490,system,
1491,shell,
1492,sh,
1493,enable,
1494,system,
1495,shell,
1496,sh,
1497,sh,
1498,shell,
1499,"/bin/busybox NIGGER",
1500,enable,
1501,system,
1502,shell,
1503,sh,
1504,enable,
1505,system,
1506,shell,
1507,sh,
1508,enable,
1509,system,
1510,shell,
1511,sh,
1512,enable,
1513,system,
1514,shell,
1515,sh,
1516,sh,
1517,shell,
1518,"/bin/busybox NIGGER",
1519,enable,
1520,system,
1521,shell,
1522,sh,
1523,enable,
1524,system,
1525,shell,
1526,sh,
1527,enable,
1528,system,
1529,shell,
1530,sh,
1531,enable,
1532,system,
1533,shell,
1534,sh,
1535,enable,
1536,system,
1537,shell,
1538,sh,
1539,enable,
1540,system,
1541,shell,
1542,sh,
1543,enable,
1544,system,
1545,shell,
1546,sh,
1547,enable,
1548,system,
1549,shell,
1550,sh,
1551,enable,
1552,system,
1553,shell,
1554,sh,
1555,enable,
1556,system,
1557,shell,
1558,sh,
1559,sh,
1560,shell,
1561,"/bin/busybox NIGGER",
1562,sh,
1563,shell,
1564,"/bin/busybox NIGGER",
1565,enable,
1566,system,
1567,shell,
1568,sh,
1569,enable,
1570,system,
1571,shell,
1572,sh,
1573,enable,
1574,system,
1575,shell,
1576,sh,
1577,enable,
1578,system,
1579,shell,
1580,sh,
1581,sh,
1582,shell,
1583,"/bin/busybox NIGGER",
1584,enable,
1585,system,
1586,shell,
1587,sh,
1588,sh,
1589,shell,
1590,"/bin/busybox NIGGER",
1591,enable,
1592,system,
1593,shell,
1594,sh,
1595,enable,
1596,system,
1597,shell,
1598,sh,
1599,enable,
1600,system,
1601,shell,
1602,sh,
1603,sh,
1604,shell,
1605,"/bin/busybox NIGGER",
1606,sh,
1607,shell,
1608,sh,
1609,enable,
1610,system,
1611,shell,
1612,sh,
1613,enable,
1614,system,
1615,shell,
1616,sh,
1617,enable,
1618,system,
1619,shell,
1620,sh,
1621,enable,
1622,system,
1623,shell,
1624,sh,
1625,enable,
1626,system,
1627,shell,
1628,sh,
1629,enable,
1630,system,
1631,shell,
1632,sh,
1633,enable,
1634,system,
1635,shell,
1636,sh,
1637,enable,
1638,system,
1639,shell,
1640,sh,
1641,enable,
1642,system,
1643,shell,
1644,sh,
1645,enable,
1646,system,
1647,shell,
1648,sh,
1649,enable,
1650,system,
1651,shell,
1652,sh,
1653,enable,
1654,system,
1655,shell,
1656,sh,
1657,enable,
1658,system,
1659,shell,
1660,sh,
1661,enable,
1662,system,
1663,shell,
1664,sh,
1665,sh,
1666,shell,
1667,"/bin/busybox NIGGER",
1668,enable,
1669,system,
1670,shell,
1671,sh,
1672,enable,
1673,system,
1674,shell,
1675,sh,
1676,enable,
1677,system,
1678,shell,
1679,sh,
1680,enable,
1681,system,
1682,shell,
1683,sh,
1684,enable,
1685,system,
1686,shell,
1687,sh,
1688,enable,
1689,system,
1690,shell,
1691,sh,
1692,enable,
1693,system,
1694,shell,
1695,sh,
1696,sh,
1697,shell,
1698,"/bin/busybox NIGGER",
1699,enable,
1700,system,
1701,shell,
1702,sh,
1703,enable,
1704,system,
1705,shell,
1706,sh,
1707,enable,
1708,system,
1709,shell,
1710,sh,
1711,enable,
1712,system,
1713,shell,
1714,sh,
1715,sh,
1716,shell,
1717,"/bin/busybox NIGGER",
1718,enable,
1719,system,
1720,shell,
1721,sh,
1722,enable,
1723,system,
1724,shell,
1725,sh,
1726,sh,
1727,shell,
1728,"/bin/busybox NIGGER",
1729,enable,
1730,system,
1731,shell,
1732,sh,
1733,enable,
1734,system,
1735,shell,
1736,sh,
1737,enable,
1738,system,
1739,shell,
1740,sh,
1741,enable,
1742,system,
1743,shell,
1744,sh,
1745,enable,
1746,system,
1747,shell,
1748,sh,
1749,enable,
1750,system,
1751,shell,
1752,sh,
1753,enable,
1754,system,
1755,shell,
1756,sh,
1757,sh,
1758,shell,
1759,"/bin/busybox NIGGER",
1760,enable,
1761,system,
1762,shell,
1763,sh,
1764,enable,
1765,system,
1766,shell,
1767,sh,
1768,sh,
1769,shell,
1770,"/bin/busybox NIGGER",
1771,enable,
1772,system,
1773,shell,
1774,sh,
1775,enable,
1776,system,
1777,shell,
1778,sh,
1779,enable,
1780,system,
1781,shell,
1782,sh,
1783,enable,
1784,system,
1785,shell,
1786,sh,
1787,sh,
1788,shell,
1789,"/bin/busybox NIGGER",
1790,enable,
1791,system,
1792,shell,
1793,sh,
1794,sh,
1795,shell,
1796,"/bin/busybox NIGGER",
1797,enable,
1798,system,
1799,shell,
1800,sh,
1801,enable,
1802,enable,
1803,system,
1804,system,
1805,shell,
1806,shell,
1807,sh,
1808,sh,
1809,enable,
1810,system,
1811,shell,
1812,sh,
1813,enable,
1814,system,
1815,shell,
1816,sh,
1817,enable,
1818,system,
1819,shell,
1820,sh,
1821,sh,
1822,shell,
1823,"/bin/busybox NIGGER",
1824,enable,
1825,system,
1826,shell,
1827,sh,
1828,enable,
1829,system,
1830,shell,
1831,sh,
1832,enable,
1833,system,
1834,shell,
1835,sh,
1836,sh,
1837,shell,
1838,"/bin/busybox NIGGER",
1839,enable,
1840,system,
1841,shell,
1842,sh,
1843,enable,
1844,system,
1845,shell,
1846,sh,
1847,enable,
1848,system,
1849,shell,
1850,sh,
1851,enable,
1852,system,
1853,shell,
1854,sh,
1855,enable,
1856,system,
1857,shell,
1858,sh,
1859,enable,
1860,system,
1861,shell,
1862,sh,
1863,enable,
1864,system,
1865,shell,
1866,sh,
1867,sh,
1868,shell,
1869,"/bin/busybox NIGGER",
1870,enable,
1871,system,
1872,shell,
1873,sh,
1874,enable,
1875,system,
1876,shell,
1877,sh,
1878,enable,
1879,system,
1880,shell,
1881,sh,
1882,enable,
1883,system,
1884,shell,
1885,sh,
1886,sh,
1887,shell,
1888,"/bin/busybox NIGGER",
1889,sh,
1890,shell,
1891,"/bin/busybox NIGGER",
1892,enable,
1893,system,
1894,shell,
1895,sh,
1896,enable,
1897,system,
1898,shell,
1899,sh,
1900,enable,
1901,system,
1902,shell,
1903,sh,
1904,enable,
1905,system,
1906,shell,
1907,sh,
1908,enable,
1909,system,
1910,shell,
1911,sh,
1912,enable,
1913,system,
1914,shell,
1915,sh,
1916,enable,
1917,system,
1918,shell,
1919,sh,
1920,enable,
1921,system,
1922,shell,
1923,sh,
1924,enable,
1925,system,
1926,shell,
1927,sh,
1928,enable,
1929,system,
1930,shell,
1931,sh,
1932,sh,
1933,shell,
1934,"/bin/busybox NIGGER",
1935,enable,
1936,system,
1937,shell,
1938,sh,
1939,enable,
1940,system,
1941,shell,
1942,sh,
1943,enable,
1944,system,
1945,shell,
1946,sh,
1947,"more /etc/shadow",
1948,"ping 8.8.8.8",
1949,ls,
1950,ls,
1951,enable,
1952,system,
1953,shell,
1954,sh,
1955,enable,
1956,system,
1957,shell,
1958,sh,
1959,sh,
1960,shell,
1961,"/bin/busybox NIGGER",
1962,enable,
1963,system,
1964,shell,
1965,sh,
1966,enable,
1967,system,
1968,shell,
1969,sh,
1970,enable,
1971,system,
1972,shell,
1973,sh,
1974,enable,
1975,system,
1976,shell,
1977,sh,
1978,sh,
1979,shell,
1980,"/bin/busybox NIGGER",
1981,enable,
1982,system,
1983,shell,
1984,sh,
1985,enable,
1986,system,
1987,shell,
1988,sh,
1989,enable,
1990,system,
1991,shell,
1992,sh,
1993,sh,
1994,shell,
1995,"/bin/busybox NIGGER",
1996,enable,
1997,system,
1998,shell,
1999,sh,
2000,enable,
2001,enable,
2002,system,
2003,system,
2004,shell,
2005,shell,
2006,sh,
2007,sh,
2008,enable,
2009,system,
2010,shell,
2011,sh,
2012,enable,
2013,system,
2014,shell,
2015,sh,
2016,enable,
2017,system,
2018,shell,
2019,sh,
2020,enable,
2021,system,
2022,shell,
2023,sh,
2024,enable,
2025,system,
2026,shell,
2027,sh,
2028,enable,
2029,system,
